entry_id,player_id,event_id,timestamp,chance_of_playing_this_round,form,status,fixture_code,opposition_gf,opposition_ga,opposition,is_home,kickoff_time,points_h,points_a,minutes_h,minutes_a,goals_scored_h,goals_scored_a,assists_h,assists_a,clean_sheets_h,clean_sheets_a,goals_conceded_h,goals_conceded_a,yellow_cards_h,yellow_cards_a,red_cards_h,red_cards_a,bonus_h,bonus_a,influence_h,influence_a,creativity_h,creativity_a,threat_h,threat_a,points_1,points_2,points_3,minutes_1,minutes_2,minutes_3,opposition_strength,response
1207,453,34,2021-04-29 14:46:21,,0.0,a,338,1.21,1.12,18,0,2021-05-03 17:00:00,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
1208,454,34,2021-04-29 14:46:21,100.0,1.0,d,338,1.21,1.12,18,0,2021-05-03 17:00:00,1.88,2.06,58.35,74.06,0.06,0.0,0.0,0.06,0.18,0.19,0.76,1.31,0.06,0.12,0.06,0.0,0.18,0.06,12.25,12.35,17.68,18.09,2.41,2.75,0,3,1,0.0,90.0,58.0,2.0,0
1209,455,34,2021-04-29 14:46:21,100.0,4.5,a,338,1.21,1.12,18,0,2021-05-03 17:00:00,3.53,3.88,90.0,90.0,0.0,0.0,0.0,0.0,0.29,0.31,1.29,1.44,0.0,0.06,0.0,0.0,0.24,0.44,18.07,21.82,0.0,0.0,0.0,0.0,1,6,9,90.0,90.0,90.0,2.0,2
1210,456,34,2021-04-29 14:46:21,0.0,0.0,u,338,1.21,1.12,18,0,2021-05-03 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
1211,458,34,2021-04-29 14:46:21,100.0,1.5,a,338,1.21,1.12,18,0,2021-05-03 17:00:00,2.53,1.44,58.24,45.0,0.06,0.0,0.06,0.0,0.18,0.19,0.88,0.69,0.0,0.06,0.0,0.0,0.24,0.0,14.32,9.48,1.68,0.95,9.24,0.12,0,6,0,90.0,90.0,0.0,2.0,0
1212,459,34,2021-04-29 14:46:21,100.0,3.5,a,338,1.21,1.12,18,0,2021-05-03 17:00:00,2.71,3.31,83.12,90.0,0.0,0.06,0.0,0.0,0.29,0.31,1.24,1.44,0.06,0.19,0.0,0.0,0.06,0.38,15.49,20.56,1.38,0.87,1.06,4.19,0,7,6,90.0,90.0,90.0,2.0,2
1213,460,34,2021-04-29 14:46:21,25.0,0.0,d,338,1.21,1.12,18,0,2021-05-03 17:00:00,1.41,1.19,26.47,23.38,0.12,0.12,0.06,0.0,0.12,0.12,0.29,0.31,0.0,0.0,0.0,0.0,0.18,0.25,5.42,5.32,4.12,1.63,9.06,7.56,0,0,0,0.0,0.0,0.0,2.0,0
1214,461,34,2021-04-29 14:46:21,100.0,3.8,a,338,1.21,1.12,18,0,2021-05-03 17:00:00,2.82,2.94,67.47,61.88,0.06,0.12,0.0,0.0,0.24,0.25,1.12,1.0,0.06,0.06,0.0,0.0,0.41,0.25,16.31,16.14,3.11,1.46,8.65,9.31,0,8,6,90.0,90.0,90.0,2.0,2
1215,462,34,2021-04-29 14:46:21,0.0,0.0,i,338,1.21,1.12,18,0,2021-05-03 17:00:00,0.24,0.75,11.41,18.88,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.19,0.0,0.0,0.0,0.0,0.0,0.06,2.16,1.51,0.25,1.72,0.12,0.75,0,0,0,0.0,0.0,0.0,2.0,0
1216,463,34,2021-04-29 14:46:21,0.0,0.0,u,338,1.21,1.12,18,0,2021-05-03 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
1217,464,34,2021-04-29 14:46:21,100.0,4.2,a,338,1.21,1.12,18,0,2021-05-03 17:00:00,2.47,1.81,68.0,67.5,0.06,0.0,0.06,0.06,0.35,0.31,0.88,0.81,0.12,0.06,0.0,0.0,0.12,0.0,10.95,10.94,10.18,5.11,11.94,8.62,2,3,3,90.0,90.0,90.0,2.0,2
1218,465,34,2021-04-29 14:46:21,100.0,5.2,a,338,1.21,1.12,18,0,2021-05-03 17:00:00,2.24,2.56,67.82,72.62,0.0,0.06,0.18,0.06,0.18,0.25,1.12,1.06,0.18,0.06,0.0,0.0,0.06,0.12,11.45,11.94,20.97,18.68,15.82,11.81,1,6,8,90.0,90.0,90.0,2.0,2
1219,466,34,2021-04-29 14:46:21,0.0,1.5,a,338,1.21,1.12,18,0,2021-05-03 17:00:00,2.35,3.5,73.29,67.31,0.12,0.19,0.0,0.06,0.29,0.19,1.18,1.06,0.35,0.06,0.0,0.0,0.06,0.56,18.01,20.42,13.68,8.51,11.47,12.19,2,0,3,68.0,0.0,90.0,2.0,2
1220,467,34,2021-04-29 14:46:21,0.0,0.0,u,338,1.21,1.12,18,0,2021-05-03 17:00:00,0.0,0.06,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.03,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
1221,469,34,2021-04-29 14:46:21,100.0,2.0,a,338,1.21,1.12,18,0,2021-05-03 17:00:00,2.35,2.0,52.94,42.06,0.12,0.06,0.06,0.06,0.24,0.25,0.82,0.56,0.18,0.0,0.0,0.0,0.18,0.12,9.87,6.88,11.14,6.08,18.82,7.5,2,2,3,68.0,71.0,73.0,2.0,1
1222,470,34,2021-04-29 14:46:21,,0.0,a,338,1.21,1.12,18,0,2021-05-03 17:00:00,1.65,1.62,31.76,36.19,0.0,0.0,0.0,0.06,0.18,0.12,0.18,0.38,0.06,0.12,0.0,0.0,0.29,0.19,5.89,6.55,2.33,1.59,3.71,0.5,0,0,0,0.0,0.0,0.0,2.0,1
1223,471,34,2021-04-29 14:46:21,0.0,0.0,u,338,1.21,1.12,18,0,2021-05-03 17:00:00,0.06,0.0,4.82,5.62,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.87,1.02,0.12,1.46,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
1224,472,34,2021-04-29 14:46:21,0.0,0.0,u,338,1.21,1.12,18,0,2021-05-03 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
1225,473,34,2021-04-29 14:46:21,100.0,0.5,a,338,1.21,1.12,18,0,2021-05-03 17:00:00,0.35,0.06,7.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.01,2.29,0.05,0.12,0.12,1,0,1,21.0,0.0,16.0,2.0,1
1226,474,34,2021-04-29 14:46:21,0.0,1.5,i,338,1.21,1.12,18,0,2021-05-03 17:00:00,3.88,3.62,72.94,81.81,0.18,0.12,0.24,0.25,0.24,0.31,0.94,1.38,0.06,0.19,0.0,0.0,0.41,0.19,19.99,15.9,33.79,27.05,24.0,19.62,0,0,1,0.0,0.0,31.0,2.0,0
1227,475,34,2021-04-29 14:46:21,0.0,0.0,u,338,1.21,1.12,18,0,2021-05-03 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
1228,476,34,2021-04-29 14:46:21,,0.0,a,338,1.21,1.12,18,0,2021-05-03 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
1229,504,34,2021-04-29 14:46:21,,3.0,a,338,1.21,1.12,18,0,2021-05-03 17:00:00,1.65,1.38,33.12,21.75,0.12,0.06,0.0,0.06,0.0,0.0,0.59,0.75,0.06,0.06,0.0,0.0,0.12,0.06,5.09,4.27,4.33,3.53,18.35,11.31,1,1,4,32.0,13.0,12.0,2.0,8
1230,505,34,2021-04-29 14:46:21,25.0,0.0,d,338,1.21,1.12,18,0,2021-05-03 17:00:00,0.47,0.62,17.94,19.12,0.0,0.0,0.0,0.0,0.0,0.06,0.24,0.31,0.06,0.06,0.0,0.0,0.0,0.0,2.78,3.16,2.29,0.74,0.59,0.06,0,0,0,0.0,0.0,0.0,2.0,0
1231,515,34,2021-04-29 14:46:21,,0.8,a,338,1.21,1.12,18,0,2021-05-03 17:00:00,0.65,0.5,5.65,11.56,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.19,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.9,2.97,2.12,0.47,1.56,1,1,0,21.0,18.0,0.0,2.0,2
1232,545,34,2021-04-29 14:46:21,,0.2,a,338,1.21,1.12,18,0,2021-05-03 17:00:00,0.19,0.47,5.25,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.47,0.06,0.0,0.0,0.0,0.0,0.0,0.82,3.29,0.22,2.61,0.38,0.53,0,0,0,0.0,0.0,0.0,2.0,0
1233,546,34,2021-04-29 14:46:21,,4.0,a,338,1.21,1.12,18,0,2021-05-03 17:00:00,3.0,2.87,86.69,82.4,0.0,0.0,0.0,0.13,0.31,0.27,1.12,1.4,0.19,0.07,0.0,0.0,0.25,0.2,18.11,14.48,14.62,8.97,11.94,4.0,0,6,9,57.0,90.0,90.0,2.0,8
1234,553,34,2021-04-29 14:46:21,0.0,0.0,u,338,1.21,1.12,18,0,2021-05-03 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
1235,563,34,2021-04-29 14:46:21,100.0,3.5,a,338,1.21,1.12,18,0,2021-05-03 17:00:00,2.2,1.07,39.2,33.5,0.07,0.0,0.07,0.0,0.13,0.07,0.67,0.57,0.0,0.0,0.0,0.0,0.33,0.07,8.45,4.17,6.67,3.35,3.73,4.57,0,6,7,90.0,90.0,90.0,2.0,2
1236,581,34,2021-04-29 14:46:21,,0.0,a,338,1.21,1.12,18,0,2021-05-03 17:00:00,0.33,0.14,3.47,4.5,0.0,0.0,0.07,0.0,0.0,0.0,0.07,0.29,0.0,0.07,0.0,0.0,0.0,0.0,2.25,0.24,1.52,0.09,0.53,0.29,0,0,0,0.0,0.0,0.0,2.0,2
1237,610,34,2021-04-29 14:46:21,,0.0,a,338,1.21,1.12,18,0,2021-05-03 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
1238,611,34,2021-04-29 14:46:21,,0.0,a,338,1.21,1.12,18,0,2021-05-03 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
1239,614,34,2021-04-29 14:46:21,,0.0,a,338,1.21,1.12,18,0,2021-05-03 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
1240,615,34,2021-04-29 14:46:21,,0.0,a,338,1.21,1.12,18,0,2021-05-03 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
1241,616,34,2021-04-29 14:46:21,,0.0,a,338,1.21,1.12,18,0,2021-05-03 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
1242,617,34,2021-04-29 14:46:21,,0.0,a,338,1.21,1.12,18,0,2021-05-03 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
1243,626,34,2021-04-29 14:46:21,0.0,0.0,u,338,1.21,1.12,18,0,2021-05-03 17:00:00,0.22,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0,0,0,0.0,0.0,0.0,2.0,0
1244,629,34,2021-04-29 14:46:21,,0.0,a,338,1.21,1.12,18,0,2021-05-03 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
1245,642,34,2021-04-29 14:46:21,100.0,3.8,a,338,1.21,1.12,18,0,2021-05-03 17:00:00,3.43,1.57,77.43,61.71,0.14,0.0,0.14,0.0,0.43,0.29,1.29,0.43,0.0,0.0,0.0,0.0,0.43,0.0,9.2,2.54,16.93,4.79,13.86,17.14,2,9,2,90.0,76.0,77.0,2.0,0
1246,649,34,2021-04-29 14:46:21,,0.0,a,338,1.21,1.12,18,0,2021-05-03 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
1247,1,35,2021-05-06 15:25:49,0.0,0.0,u,339,1.21,1.12,18,1,2021-05-09 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
1248,1,35,2021-05-06 15:25:49,0.0,0.0,u,354,1.29,1.18,5,0,2021-05-12 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1249,2,35,2021-05-06 15:25:49,0.0,0.0,u,339,1.21,1.12,18,1,2021-05-09 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
1250,2,35,2021-05-06 15:25:49,0.0,0.0,u,354,1.29,1.18,5,0,2021-05-12 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1251,3,35,2021-05-06 15:25:49,100.0,0.2,d,339,1.21,1.12,18,1,2021-05-09 18:00:00,1.53,0.88,39.24,42.88,0.0,0.06,0.0,0.0,0.18,0.0,0.35,0.82,0.06,0.0,0.0,0.06,0.0,0.0,6.19,8.55,1.91,0.84,3.12,5.35,1,0,0,52.0,0.0,0.0,2.0,0
1252,3,35,2021-05-06 15:25:49,100.0,0.2,d,354,1.29,1.18,5,0,2021-05-12 19:15:00,1.53,0.88,39.24,42.88,0.0,0.06,0.0,0.0,0.18,0.0,0.35,0.82,0.06,0.0,0.0,0.06,0.0,0.0,6.19,8.55,1.91,0.84,3.12,5.35,1,0,0,52.0,0.0,0.0,4.0,0
1253,4,35,2021-05-06 15:25:49,100.0,3.0,a,339,1.21,1.12,18,1,2021-05-09 18:00:00,3.82,3.24,62.0,60.59,0.35,0.24,0.06,0.06,0.12,0.35,0.88,0.59,0.0,0.12,0.0,0.0,0.47,0.18,16.8,10.98,10.95,7.27,24.12,21.94,12,0,0,77.0,0.0,0.0,2.0,0
1254,4,35,2021-05-06 15:25:49,100.0,3.0,a,354,1.29,1.18,5,0,2021-05-12 19:15:00,3.82,3.24,62.0,60.59,0.35,0.24,0.06,0.06,0.12,0.35,0.88,0.59,0.0,0.12,0.0,0.0,0.47,0.18,16.8,10.98,10.95,7.27,24.12,21.94,12,0,0,77.0,0.0,0.0,4.0,6
1255,5,35,2021-05-06 15:25:49,100.0,0.0,a,339,1.21,1.12,18,1,2021-05-09 18:00:00,1.24,0.41,24.12,19.65,0.0,0.0,0.06,0.0,0.12,0.0,0.35,0.29,0.06,0.0,0.0,0.0,0.18,0.0,3.73,2.79,3.56,3.19,2.53,1.35,0,0,0,0.0,0.0,0.0,2.0,0
1256,5,35,2021-05-06 15:25:49,100.0,0.0,a,354,1.29,1.18,5,0,2021-05-12 19:15:00,1.24,0.41,24.12,19.65,0.0,0.0,0.06,0.0,0.12,0.0,0.35,0.29,0.06,0.0,0.0,0.0,0.18,0.0,3.73,2.79,3.56,3.19,2.53,1.35,0,0,0,0.0,0.0,0.0,4.0,0
1257,6,35,2021-05-06 15:25:49,75.0,3.8,d,339,1.21,1.12,18,1,2021-05-09 18:00:00,2.29,5.12,53.59,56.06,0.18,0.59,0.0,0.18,0.18,0.24,0.53,0.65,0.06,0.12,0.0,0.0,0.29,0.94,8.66,26.53,6.08,11.78,18.65,28.24,0,0,2,0.0,0.0,69.0,2.0,1
1258,6,35,2021-05-06 15:25:49,75.0,3.8,d,354,1.29,1.18,5,0,2021-05-12 19:15:00,2.29,5.12,53.59,56.06,0.18,0.59,0.0,0.18,0.18,0.24,0.53,0.65,0.06,0.12,0.0,0.0,0.29,0.94,8.66,26.53,6.08,11.78,18.65,28.24,0,0,2,0.0,0.0,69.0,4.0,1
1259,7,35,2021-05-06 15:25:49,0.0,0.0,u,339,1.21,1.12,18,1,2021-05-09 18:00:00,0.12,0.06,2.47,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.24,0.06,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
1260,7,35,2021-05-06 15:25:49,0.0,0.0,u,354,1.29,1.18,5,0,2021-05-12 19:15:00,0.12,0.06,2.47,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.24,0.06,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1261,8,35,2021-05-06 15:25:49,100.0,1.5,a,339,1.21,1.12,18,1,2021-05-09 18:00:00,2.88,3.59,84.71,78.29,0.0,0.0,0.0,0.0,0.18,0.35,1.12,0.94,0.0,0.0,0.0,0.06,0.06,0.41,18.32,18.01,0.0,0.0,0.12,0.0,0,0,0,0.0,90.0,0.0,2.0,2
1262,8,35,2021-05-06 15:25:49,100.0,1.5,a,354,1.29,1.18,5,0,2021-05-12 19:15:00,2.88,3.59,84.71,78.29,0.0,0.0,0.0,0.0,0.18,0.35,1.12,0.94,0.0,0.0,0.0,0.06,0.06,0.41,18.32,18.01,0.0,0.0,0.12,0.0,0,0,0,0.0,90.0,0.0,4.0,9
1263,9,35,2021-05-06 15:25:49,100.0,2.2,a,339,1.21,1.12,18,1,2021-05-09 18:00:00,1.88,2.0,66.82,75.35,0.06,0.0,0.06,0.06,0.18,0.35,0.76,0.82,0.18,0.24,0.06,0.0,0.06,0.0,13.25,12.07,7.07,10.01,4.18,3.59,2,2,2,90.0,90.0,90.0,2.0,0
1264,9,35,2021-05-06 15:25:49,100.0,2.2,a,354,1.29,1.18,5,0,2021-05-12 19:15:00,1.88,2.0,66.82,75.35,0.06,0.0,0.06,0.06,0.18,0.35,0.76,0.82,0.18,0.24,0.06,0.0,0.06,0.0,13.25,12.07,7.07,10.01,4.18,3.59,2,2,2,90.0,90.0,90.0,4.0,0
1265,10,35,2021-05-06 15:25:49,100.0,1.8,a,339,1.21,1.12,18,1,2021-05-09 18:00:00,0.29,1.35,15.88,31.76,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.29,0.06,0.06,0.0,0.0,0.0,0.06,2.4,6.28,0.09,1.45,0.0,0.94,0,2,0,0.0,90.0,0.0,2.0,0
1266,10,35,2021-05-06 15:25:49,100.0,1.8,a,354,1.29,1.18,5,0,2021-05-12 19:15:00,0.29,1.35,15.88,31.76,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.29,0.06,0.06,0.0,0.0,0.0,0.06,2.4,6.28,0.09,1.45,0.0,0.94,0,2,0,0.0,90.0,0.0,4.0,6
1267,11,35,2021-05-06 15:25:49,100.0,2.5,a,339,1.21,1.12,18,1,2021-05-09 18:00:00,2.71,2.76,61.18,60.41,0.06,0.0,0.12,0.06,0.12,0.29,0.82,0.59,0.24,0.24,0.0,0.0,0.53,0.47,12.84,8.31,10.51,10.16,7.88,4.76,8,0,2,90.0,0.0,67.0,2.0,0
1268,11,35,2021-05-06 15:25:49,100.0,2.5,a,354,1.29,1.18,5,0,2021-05-12 19:15:00,2.71,2.76,61.18,60.41,0.06,0.0,0.12,0.06,0.12,0.29,0.82,0.59,0.24,0.24,0.0,0.0,0.53,0.47,12.84,8.31,10.51,10.16,7.88,4.76,8,0,2,90.0,0.0,67.0,4.0,1
1269,13,35,2021-05-06 15:25:49,100.0,2.2,a,339,1.21,1.12,18,1,2021-05-09 18:00:00,0.18,0.82,10.12,18.06,0.0,0.0,0.0,0.06,0.0,0.06,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.06,1.05,3.86,1.11,4.51,1.29,2.12,1,2,0,37.0,82.0,0.0,2.0,5
1270,13,35,2021-05-06 15:25:49,100.0,2.2,a,354,1.29,1.18,5,0,2021-05-12 19:15:00,0.18,0.82,10.12,18.06,0.0,0.0,0.0,0.06,0.0,0.06,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.06,1.05,3.86,1.11,4.51,1.29,2.12,1,2,0,37.0,82.0,0.0,4.0,1
1271,14,35,2021-05-06 15:25:49,0.0,0.0,u,339,1.21,1.12,18,1,2021-05-09 18:00:00,0.12,0.0,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.32,0.0,0.24,0.0,0,0,0,0.0,0.0,0.0,2.0,0
1272,14,35,2021-05-06 15:25:49,0.0,0.0,u,354,1.29,1.18,5,0,2021-05-12 19:15:00,0.12,0.0,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.32,0.0,0.24,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1273,16,35,2021-05-06 15:25:49,100.0,3.0,a,339,1.21,1.12,18,1,2021-05-09 18:00:00,2.18,2.94,65.71,63.53,0.0,0.0,0.0,0.06,0.18,0.35,0.76,0.65,0.06,0.06,0.0,0.0,0.12,0.35,14.95,14.87,2.09,1.91,3.35,2.24,0,2,2,0.0,90.0,90.0,2.0,2
1274,16,35,2021-05-06 15:25:49,100.0,3.0,a,354,1.29,1.18,5,0,2021-05-12 19:15:00,2.18,2.94,65.71,63.53,0.0,0.0,0.0,0.06,0.18,0.35,0.76,0.65,0.06,0.06,0.0,0.0,0.12,0.35,14.95,14.87,2.09,1.91,3.35,2.24,0,2,2,0.0,90.0,90.0,4.0,7
1275,17,35,2021-05-06 15:25:49,75.0,0.0,d,339,1.21,1.12,18,1,2021-05-09 18:00:00,1.65,2.94,55.0,63.53,0.0,0.06,0.12,0.06,0.06,0.29,0.71,0.76,0.12,0.12,0.0,0.0,0.06,0.18,9.15,14.13,12.35,14.02,5.12,5.53,0,0,0,0.0,0.0,0.0,2.0,1
1276,17,35,2021-05-06 15:25:49,75.0,0.0,d,354,1.29,1.18,5,0,2021-05-12 19:15:00,1.65,2.94,55.0,63.53,0.0,0.06,0.12,0.06,0.06,0.29,0.71,0.76,0.12,0.12,0.0,0.0,0.06,0.18,9.15,14.13,12.35,14.02,5.12,5.53,0,0,0,0.0,0.0,0.0,4.0,6
1277,18,35,2021-05-06 15:25:49,100.0,2.8,a,339,1.21,1.12,18,1,2021-05-09 18:00:00,1.47,2.88,36.94,41.65,0.06,0.24,0.0,0.18,0.12,0.06,0.59,0.53,0.0,0.06,0.0,0.06,0.0,0.18,4.54,12.06,5.36,7.31,15.94,21.65,1,3,1,12.0,73.0,22.0,2.0,9
1278,18,35,2021-05-06 15:25:49,100.0,2.8,a,354,1.29,1.18,5,0,2021-05-12 19:15:00,1.47,2.88,36.94,41.65,0.06,0.24,0.0,0.18,0.12,0.06,0.59,0.53,0.0,0.06,0.0,0.06,0.0,0.18,4.54,12.06,5.36,7.31,15.94,21.65,1,3,1,12.0,73.0,22.0,4.0,0
1279,19,35,2021-05-06 15:25:49,0.0,0.0,u,339,1.21,1.12,18,1,2021-05-09 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0
1280,19,35,2021-05-06 15:25:49,0.0,0.0,u,354,1.29,1.18,5,0,2021-05-12 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1281,21,35,2021-05-06 15:25:49,100.0,0.0,a,339,1.21,1.12,18,1,2021-05-09 18:00:00,0.06,0.06,1.47,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.06,0.32,0.25,0.59,0.0,0,0,0,0.0,0.0,0.0,2.0,0
1282,21,35,2021-05-06 15:25:49,100.0,0.0,a,354,1.29,1.18,5,0,2021-05-12 19:15:00,0.06,0.06,1.47,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.06,0.32,0.25,0.59,0.0,0,0,0,0.0,0.0,0.0,4.0,0
1283,22,35,2021-05-06 15:25:49,,2.2,a,339,1.21,1.12,18,1,2021-05-09 18:00:00,1.65,0.47,16.41,7.76,0.12,0.0,0.06,0.0,0.06,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.29,0.0,6.48,0.38,5.02,0.71,10.47,1.94,0,2,6,0.0,73.0,20.0,2.0,0
